canonical_key,is,theme,topic_id,order_id,group_id,category,relic_id,name,official_rarity,official_value,effect,description,unlock,icon_id,icon_url,local_icon,is_special,enroll_id,game_rarity,game_value,game_effect,enabled,notes,params_json,mechanics_json,raw_json,duplicate_count,appears_in,variant_changed,effect_variants,source_ids
医者-妙手,IS7,沉沦者的黑流树海,rogue_6,154,4,,rogue_6_relic_legacy_75,医者-妙手,SUPER_RARE,,所有【医疗】干员的攻击速度+70,比起从死亡手里多抢回一条命的伟业，事后昏睡个三天算什么？,,rogue_6_relic_legacy_75,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_6_relic_legacy_75.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_75.png,是,,,,,是,,"{""id"":""rogue_6_relic_legacy_75"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""MEDIC"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_6_relic_legacy_75"",""buffs"":[{""key"":""char_attribute_add"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""attack_speed"",""value"":70.0,""valueStr"":null}]}]}","{""id"":""rogue_6_relic_legacy_75"",""name"":""医者-妙手"",""description"":""比起从死亡手里多抢回一条命的伟业，事后昏睡个三天算什么？"",""usage"":""所有【医疗】干员的攻击速度+70"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_6_relic_legacy_75"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",7,IS1 / IS2 / IS3 / IS4 / IS5 / IS6 / IS7,是,IS1: 所有【医疗】干员的攻击速度+50 || IS2: 所有【医疗】干员的攻击速度+50 || IS3: 所有【医疗】干员的攻击速度+50 || IS4: 所有【医疗】干员的攻击速度+50 || IS5: 所有【医疗】干员的攻击速度+50 || IS6: 所有【医疗】干员的攻击速度+50 || IS7: 所有【医疗】干员的攻击速度+70,IS1:relic_144 | IS2:rogue_1_relic_p34 | IS3:rogue_2_relic_fight_74 | IS4:rogue_3_relic_legacy_127 | IS5:rogue_4_relic_legacy_123 | IS6:rogue_5_relic_legacy_67 | IS7:rogue_6_relic_legacy_75
医者-强效试剂,IS1,刻俄柏的灰蕈迷境,legacy_roguelike,143,,,relic_143,医者-强效试剂,RARE,12,所有【医疗】干员的攻击力+40%,除了华法琳，没人敢采取这么激进的医疗手段，不过她从没失误过一次。,,relic_143,,,否,,,,,是,,,,"{""id"":""relic_143"",""name"":""医者-强效试剂"",""description"":""除了华法琳，没人敢采取这么激进的医疗手段，不过她从没失误过一次。"",""usage"":""所有【医疗】干员的攻击力+40%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""relic_143"",""type"":""RELIC"",""rarity"":""RARE"",""value"":12,""sortId"":143,""unlockCond"":null,""unlockCondDesc"":null,""unlockCondParams"":[],""stableUnlockCond"":null}",2,IS1 / IS2,否,IS1: 所有【医疗】干员的攻击力+40% || IS2: 所有【医疗】干员的攻击力+40%,IS1:relic_143 | IS2:rogue_1_relic_p33
医者-强效试剂,IS2,傀影与猩红孤钻,rogue_1,125,3,,rogue_1_relic_p33,医者-强效试剂,RARE,,所有【医疗】干员的攻击力+40%,除了华法琳，没人敢采取这么激进的医疗手段，不过她从没失误过一次。,,rogue_1_relic_p33,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_1_relic_p33.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p33.png,否,,,,,是,,"{""id"":""rogue_1_relic_p33"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""MEDIC"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_1_relic_p33"",""buffs"":[{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""atk"",""value"":0.4,""valueStr"":null}]}]}","{""id"":""rogue_1_relic_p33"",""name"":""医者-强效试剂"",""description"":""除了华法琳，没人敢采取这么激进的医疗手段，不过她从没失误过一次。"",""usage"":""所有【医疗】干员的攻击力+40%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_1_relic_p33"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":143,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",2,IS1 / IS2,否,IS1: 所有【医疗】干员的攻击力+40% || IS2: 所有【医疗】干员的攻击力+40%,IS1:relic_143 | IS2:rogue_1_relic_p33
医者-涌泉,IS4,探索者的银凇止境,rogue_3,253,10,,rogue_3_relic_book_9,医者-涌泉,NORMAL,,场上每有一名医疗干员，所有我方单位的再部署时间-5%（最多叠加8次）,他们是流水聚成的清泉，他们疗愈众生。,,rogue_3_relic_book_9,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_3_relic_book_9.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_3/rogue_3_relic_book_9.png,否,rogue_3_enroll_2,,,,是,,"{""id"":""rogue_3_relic_book_9"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""MEDIC"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_3_relic_book_9"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_3_relic_book_9""},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""min_value"",""value"":-0.4,""valueStr"":null},{""key"":""respawn_time_factor"",""value"":-0.05,""valueStr"":null}]}]}","{""id"":""rogue_3_relic_book_9"",""name"":""医者-涌泉"",""description"":""他们是流水聚成的清泉，他们疗愈众生。"",""usage"":""场上每有一名医疗干员，所有我方单位的再部署时间-5%（最多叠加8次）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_3_relic_book_9"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",2,IS4 / IS6,是,IS4: 场上每有一名医疗干员，所有我方单位的再部署时间-5%（最多叠加8次） || IS6: 场上每有一名医疗干员，所有我方单位的再部署时间-5%（最多叠加8次）,IS4:rogue_3_relic_book_9 | IS6:rogue_5_relic_legacy_85
医者-涌泉,IS6,岁的界园志异,rogue_5,151,4,,rogue_5_relic_legacy_85,医者-涌泉,SUPER_RARE,,场上每有一名医疗干员，所有我方单位的再部署时间-5%（最多叠加8次）,他们是流水聚成的清泉，他们疗愈众生。,,rogue_5_relic_legacy_85,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_85.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_85.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_85"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_legacy_85"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_3_relic_book_9""},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""min_value"",""value"":-0.4,""valueStr"":null},{""key"":""respawn_time_factor"",""value"":-0.05,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_85"",""name"":""医者-涌泉"",""description"":""他们是流水聚成的清泉，他们疗愈众生。"",""usage"":""场上每有一名医疗干员，所有我方单位的再部署时间-5%（最多叠加8次）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_85"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",2,IS4 / IS6,是,IS4: 场上每有一名医疗干员，所有我方单位的再部署时间-5%（最多叠加8次） || IS6: 场上每有一名医疗干员，所有我方单位的再部署时间-5%（最多叠加8次）,IS4:rogue_3_relic_book_9 | IS6:rogue_5_relic_legacy_85
医者-理智固剂,IS1,刻俄柏的灰蕈迷境,legacy_roguelike,145,,,relic_145,医者-理智固剂,SUPER_RARE,16,所有【医疗】干员攻击范围内的我方单位获得抵抗,加固你的思维，让你脑中帝国疆域上的每株杂草都无懈可击。,在多局游戏中累计击败BOSS【锈锤战士】6次,relic_145,,,否,,,,,是,,,,"{""id"":""relic_145"",""name"":""医者-理智固剂"",""description"":""加固你的思维，让你脑中帝国疆域上的每株杂草都无懈可击。"",""usage"":""所有【医疗】干员攻击范围内的我方单位获得抵抗"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""relic_145"",""type"":""RELIC"",""rarity"":""SUPER_RARE"",""value"":16,""sortId"":145,""unlockCond"":""StableEnemyKillCount"",""unlockCondDesc"":""在多局游戏中累计击败BOSS【锈锤战士】6次"",""unlockCondParams"":[""enemy_2006_flsnip"",""6""],""stableUnlockCond"":{""unlockCondDetail"":""enemy_2006_flsnip"",""unlockCnt"":6}}",2,IS1 / IS2,否,IS1: 所有【医疗】干员攻击范围内的我方单位获得抵抗 || IS2: 所有【医疗】干员攻击范围内的我方单位获得抵抗,IS1:relic_145 | IS2:rogue_1_relic_p35
医者-理智固剂,IS2,傀影与猩红孤钻,rogue_1,127,3,,rogue_1_relic_p35,医者-理智固剂,SUPER_RARE,,所有【医疗】干员攻击范围内的我方单位获得抵抗,加固你的思维，让你脑中帝国疆域上的每株杂草都无懈可击。,在多局游戏中累计进入事件【扎营】16次,rogue_1_relic_p35,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_1_relic_p35.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p35.png,否,,,,,是,,"{""id"":""rogue_1_relic_p35"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""MEDIC"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_1_relic_p35"",""buffs"":[{""key"":""char_ability_new"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""statusresistance[medic]""},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""one_minus_status_resistance"",""value"":-0.5,""valueStr"":null}]}]}","{""id"":""rogue_1_relic_p35"",""name"":""医者-理智固剂"",""description"":""加固你的思维，让你脑中帝国疆域上的每株杂草都无懈可击。"",""usage"":""所有【医疗】干员攻击范围内的我方单位获得抵抗"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_1_relic_p35"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":145,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""在多局游戏中累计进入事件【扎营】16次"",""shortUsage"":null}",2,IS1 / IS2,否,IS1: 所有【医疗】干员攻击范围内的我方单位获得抵抗 || IS2: 所有【医疗】干员攻击范围内的我方单位获得抵抗,IS1:relic_145 | IS2:rogue_1_relic_p35
医者-突破,IS1,刻俄柏的灰蕈迷境,legacy_roguelike,140,,,relic_140,医者-突破,NORMAL,8,所有【医疗】干员的部署费用-2，生命值+60%,拯救是人类必须赞许的美德，是这一切得以存续的仰仗。,,relic_140,,,否,,,,,是,,,,"{""id"":""relic_140"",""name"":""医者-突破"",""description"":""拯救是人类必须赞许的美德，是这一切得以存续的仰仗。"",""usage"":""所有【医疗】干员的部署费用-2，生命值+60%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""relic_140"",""type"":""RELIC"",""rarity"":""NORMAL"",""value"":8,""sortId"":140,""unlockCond"":null,""unlockCondDesc"":null,""unlockCondParams"":[],""stableUnlockCond"":null}",6,IS1 / IS2 / IS3 / IS4 / IS5 / IS6,是,IS1: 所有【医疗】干员的部署费用-2，生命值+60% || IS2: 所有【医疗】干员的部署费用-2，生命+60% || IS3: 所有【医疗】干员的部署费用-2，生命+60% || IS4: 所有【医疗】干员的部署费用-2，生命+60% || IS5: 所有【医疗】干员的部署费用-2，生命+60% || IS6: 所有【医疗】干员的部署费用-2，生命+60%,IS1:relic_140 | IS2:rogue_1_relic_p31 | IS3:rogue_2_relic_fight_72 | IS4:rogue_3_relic_legacy_125 | IS5:rogue_4_relic_legacy_121 | IS6:rogue_5_relic_legacy_106
医者-突破,IS2,傀影与猩红孤钻,rogue_1,123,3,,rogue_1_relic_p31,医者-突破,NORMAL,,所有【医疗】干员的部署费用-2，生命+60%,拯救是人类必须赞许的美德，是这一切得以存续的仰仗。,,rogue_1_relic_p31,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_1_relic_p31.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p31.png,否,,,,,是,,"{""id"":""rogue_1_relic_p31"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""MEDIC"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_1_relic_p31"",""buffs"":[{""key"":""char_attribute_add"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""cost"",""value"":-2.0,""valueStr"":null}]},{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""max_hp"",""value"":0.6,""valueStr"":null}]}]}","{""id"":""rogue_1_relic_p31"",""name"":""医者-突破"",""description"":""拯救是人类必须赞许的美德，是这一切得以存续的仰仗。"",""usage"":""所有【医疗】干员的部署费用-2，生命+60%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_1_relic_p31"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":140,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",6,IS1 / IS2 / IS3 / IS4 / IS5 / IS6,是,IS1: 所有【医疗】干员的部署费用-2，生命值+60% || IS2: 所有【医疗】干员的部署费用-2，生命+60% || IS3: 所有【医疗】干员的部署费用-2，生命+60% || IS4: 所有【医疗】干员的部署费用-2，生命+60% || IS5: 所有【医疗】干员的部署费用-2，生命+60% || IS6: 所有【医疗】干员的部署费用-2，生命+60%,IS1:relic_140 | IS2:rogue_1_relic_p31 | IS3:rogue_2_relic_fight_72 | IS4:rogue_3_relic_legacy_125 | IS5:rogue_4_relic_legacy_121 | IS6:rogue_5_relic_legacy_106
医者-突破,IS3,水月与深蓝之树,rogue_2,159,3,,rogue_2_relic_fight_72,医者-突破,NORMAL,,所有【医疗】干员的部署费用-2，生命+60%,拯救是人类必须赞许的美德，是这一切得以存续的仰仗。,,rogue_2_relic_fight_72,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_fight_72.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_72.png,否,,,,,是,,"{""id"":""rogue_2_relic_fight_72"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""MEDIC"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_2_relic_fight_72"",""buffs"":[{""key"":""char_attribute_add"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""cost"",""value"":-2.0,""valueStr"":null}]},{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""max_hp"",""value"":0.6,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_fight_72"",""name"":""医者-突破"",""description"":""拯救是人类必须赞许的美德，是这一切得以存续的仰仗。"",""usage"":""所有【医疗】干员的部署费用-2，生命+60%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_fight_72"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",6,IS1 / IS2 / IS3 / IS4 / IS5 / IS6,是,IS1: 所有【医疗】干员的部署费用-2，生命值+60% || IS2: 所有【医疗】干员的部署费用-2，生命+60% || IS3: 所有【医疗】干员的部署费用-2，生命+60% || IS4: 所有【医疗】干员的部署费用-2，生命+60% || IS5: 所有【医疗】干员的部署费用-2，生命+60% || IS6: 所有【医疗】干员的部署费用-2，生命+60%,IS1:relic_140 | IS2:rogue_1_relic_p31 | IS3:rogue_2_relic_fight_72 | IS4:rogue_3_relic_legacy_125 | IS5:rogue_4_relic_legacy_121 | IS6:rogue_5_relic_legacy_106
医者-突破,IS4,探索者的银凇止境,rogue_3,169,4,,rogue_3_relic_legacy_125,医者-突破,NORMAL,,所有【医疗】干员的部署费用-2，生命+60%,拯救是人类必须赞许的美德，是这一切得以存续的仰仗。,,rogue_3_relic_legacy_125,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_3_relic_legacy_125.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_3/rogue_3_relic_legacy_125.png,否,,,,,是,,"{""id"":""rogue_3_relic_legacy_125"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""MEDIC"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_3_relic_legacy_125"",""buffs"":[{""key"":""char_attribute_add"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""cost"",""value"":-2.0,""valueStr"":null}]},{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""max_hp"",""value"":0.6,""valueStr"":null}]}]}","{""id"":""rogue_3_relic_legacy_125"",""name"":""医者-突破"",""description"":""拯救是人类必须赞许的美德，是这一切得以存续的仰仗。"",""usage"":""所有【医疗】干员的部署费用-2，生命+60%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_3_relic_legacy_125"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",6,IS1 / IS2 / IS3 / IS4 / IS5 / IS6,是,IS1: 所有【医疗】干员的部署费用-2，生命值+60% || IS2: 所有【医疗】干员的部署费用-2，生命+60% || IS3: 所有【医疗】干员的部署费用-2，生命+60% || IS4: 所有【医疗】干员的部署费用-2，生命+60% || IS5: 所有【医疗】干员的部署费用-2，生命+60% || IS6: 所有【医疗】干员的部署费用-2，生命+60%,IS1:relic_140 | IS2:rogue_1_relic_p31 | IS3:rogue_2_relic_fight_72 | IS4:rogue_3_relic_legacy_125 | IS5:rogue_4_relic_legacy_121 | IS6:rogue_5_relic_legacy_106
医者-突破,IS5,萨卡兹的无终奇语,rogue_4,168,4,,rogue_4_relic_legacy_121,医者-突破,NORMAL,,所有【医疗】干员的部署费用-2，生命+60%,拯救是人类必须赞许的美德，是这一切得以存续的仰仗。,,rogue_4_relic_legacy_121,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_4_relic_legacy_121.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_121.png,否,,,,,是,,"{""id"":""rogue_4_relic_legacy_121"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""MEDIC"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_4_relic_legacy_121"",""buffs"":[{""key"":""char_attribute_add"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""cost"",""value"":-2.0,""valueStr"":null}]},{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""max_hp"",""value"":0.6,""valueStr"":null}]}]}","{""id"":""rogue_4_relic_legacy_121"",""name"":""医者-突破"",""description"":""拯救是人类必须赞许的美德，是这一切得以存续的仰仗。"",""usage"":""所有【医疗】干员的部署费用-2，生命+60%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_4_relic_legacy_121"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",6,IS1 / IS2 / IS3 / IS4 / IS5 / IS6,是,IS1: 所有【医疗】干员的部署费用-2，生命值+60% || IS2: 所有【医疗】干员的部署费用-2，生命+60% || IS3: 所有【医疗】干员的部署费用-2，生命+60% || IS4: 所有【医疗】干员的部署费用-2，生命+60% || IS5: 所有【医疗】干员的部署费用-2，生命+60% || IS6: 所有【医疗】干员的部署费用-2，生命+60%,IS1:relic_140 | IS2:rogue_1_relic_p31 | IS3:rogue_2_relic_fight_72 | IS4:rogue_3_relic_legacy_125 | IS5:rogue_4_relic_legacy_121 | IS6:rogue_5_relic_legacy_106
医者-突破,IS6,岁的界园志异,rogue_5,162,4,,rogue_5_relic_legacy_106,医者-突破,NORMAL,,所有【医疗】干员的部署费用-2，生命+60%,拯救是人类必须赞许的美德，是这一切得以存续的仰仗。,,rogue_5_relic_legacy_106,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_106.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_106.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_106"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""MEDIC"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_5_relic_legacy_106"",""buffs"":[{""key"":""char_attribute_add"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""cost"",""value"":-2.0,""valueStr"":null}]},{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""medic""},{""key"":""max_hp"",""value"":0.6,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_106"",""name"":""医者-突破"",""description"":""拯救是人类必须赞许的美德，是这一切得以存续的仰仗。"",""usage"":""所有【医疗】干员的部署费用-2，生命+60%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_106"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",6,IS1 / IS2 / IS3 / IS4 / IS5 / IS6,是,IS1: 所有【医疗】干员的部署费用-2，生命值+60% || IS2: 所有【医疗】干员的部署费用-2，生命+60% || IS3: 所有【医疗】干员的部署费用-2，生命+60% || IS4: 所有【医疗】干员的部署费用-2，生命+60% || IS5: 所有【医疗】干员的部署费用-2，生命+60% || IS6: 所有【医疗】干员的部署费用-2，生命+60%,IS1:relic_140 | IS2:rogue_1_relic_p31 | IS3:rogue_2_relic_fight_72 | IS4:rogue_3_relic_legacy_125 | IS5:rogue_4_relic_legacy_121 | IS6:rogue_5_relic_legacy_106
医者-自医,IS1,刻俄柏的灰蕈迷境,legacy_roguelike,142,,,relic_142,医者-自医,NORMAL,8,所有【医疗】干员的技力恢复+0.3/s,谁说医者不能自医，他们只是选择给自己来一片提神药然后继续帮助别人而已。,在多局游戏中累计击败BOSS【锈锤战士】1次,relic_142,,,否,,,,,是,,,,"{""id"":""relic_142"",""name"":""医者-自医"",""description"":""谁说医者不能自医，他们只是选择给自己来一片提神药然后继续帮助别人而已。"",""usage"":""所有【医疗】干员的技力恢复+0.3/s"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""relic_142"",""type"":""RELIC"",""rarity"":""NORMAL"",""value"":8,""sortId"":142,""unlockCond"":""StableEnemyKillCount"",""unlockCondDesc"":""在多局游戏中累计击败BOSS【锈锤战士】1次"",""unlockCondParams"":[""enemy_2006_flsnip"",""1""],""stableUnlockCond"":{""unlockCondDetail"":""enemy_2006_flsnip"",""unlockCnt"":1}}",7,IS1 / IS2 / IS3 / IS4 / IS5 / IS6 / IS7,是,IS1: 所有【医疗】干员的技力恢复+0.3/s || IS2: 所有【医疗】干员的技力恢复+0.3/秒 || IS3: 所有【医疗】干员的技力恢复+0.3/秒 || IS4: 所有【医疗】干员的技力恢复+0.3/秒 || IS5: 所有【医疗】干员的技力恢复+0.3/秒 || IS6: 所有【医疗】干员的技力恢复+0.3/秒 || IS7: 所有【医疗】干员的技力恢复+0.3/秒,IS1:relic_142 | IS2:rogue_1_relic_p32 | IS3:rogue_2_relic_fight_73 | IS4:rogue_3_relic_legacy_126 | IS5:rogue_4_relic_legacy_122 | IS6:rogue_5_relic_legacy_66 | IS7:rogue_6_relic_legacy_74
医者-自医,IS2,傀影与猩红孤钻,rogue_1,124,3,,rogue_1_relic_p32,医者-自医,NORMAL,,所有【医疗】干员的技力恢复+0.3/秒,谁说医者不能自医，他们只是选择给自己来一片提神药然后继续帮助别人而已。,在多局游戏中累计进入事件【扎营】2次,rogue_1_relic_p32,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_1_relic_p32.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p32.png,否,,,,,是,,"{""id"":""rogue_1_relic_p32"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""MEDIC"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_1_relic_p32"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""modify_sp_recover[medic]""},{""key"":""sp_recovery_per_sec"",""value"":0.3,""valueStr"":null}]}]}","{""id"":""rogue_1_relic_p32"",""name"":""医者-自医"",""description"":""谁说医者不能自医，他们只是选择给自己来一片提神药然后继续帮助别人而已。"",""usage"":""所有【医疗】干员的技力恢复+0.3/秒"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_1_relic_p32"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":142,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""在多局游戏中累计进入事件【扎营】2次"",""shortUsage"":null}",7,IS1 / IS2 / IS3 / IS4 / IS5 / IS6 / IS7,是,IS1: 所有【医疗】干员的技力恢复+0.3/s || IS2: 所有【医疗】干员的技力恢复+0.3/秒 || IS3: 所有【医疗】干员的技力恢复+0.3/秒 || IS4: 所有【医疗】干员的技力恢复+0.3/秒 || IS5: 所有【医疗】干员的技力恢复+0.3/秒 || IS6: 所有【医疗】干员的技力恢复+0.3/秒 || IS7: 所有【医疗】干员的技力恢复+0.3/秒,IS1:relic_142 | IS2:rogue_1_relic_p32 | IS3:rogue_2_relic_fight_73 | IS4:rogue_3_relic_legacy_126 | IS5:rogue_4_relic_legacy_122 | IS6:rogue_5_relic_legacy_66 | IS7:rogue_6_relic_legacy_74
